SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2758,Mountainview Elementary,103287,P,Half-day Kindergarten,45,18,0,27,0,0,0,7,0,1,37,4,0,0,21,1,0,4,0,9,41,45,45,24,44,45,41,45,36,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2758,Mountainview Elementary,103287,P,Kindergarten,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,1st Grade,34,14,0,20,2,1,1,8,0,0,22,5,1,0,15,0,0,1,1,4,29,33,34,19,34,34,33,33,30,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,2nd Grade,41,22,0,19,1,0,0,19,0,1,20,3,0,0,20,0,0,0,0,6,38,41,41,21,41,41,41,41,35,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,3rd Grade,45,23,0,22,0,0,1,11,0,2,31,2,0,0,22,1,0,0,0,7,43,45,45,23,44,45,45,45,38,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,4th Grade,45,26,0,19,1,0,1,14,0,0,29,3,0,1,19,2,0,1,0,7,42,45,44,26,43,45,44,45,38,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,AllGrades,200,98,0,102,4,3,3,62,0,4,124,19,1,1,87,3,0,2,1,28,181,199,199,113,197,200,198,199,172,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,Half-day Kindergarten,34,13,0,21,0,2,0,10,0,1,21,6,0,0,11,0,0,0,0,3,28,34,34,23,34,34,34,34,31,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3207,Summitview Elementary,103290,P,Kindergarten,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3074,West Valley High School,103289,P,10th Grade,353,167,0,186,0,13,2,56,0,3,279,7,4,0,122,4,0,23,7,29,346,349,353,231,349,353,330,346,324,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3074,West Valley High School,103289,P,11th Grade,370,165,0,205,1,5,8,62,0,7,287,2,1,0,128,5,0,26,5,39,368,369,370,242,365,370,344,365,331,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3074,West Valley High School,103289,P,12th Grade,339,171,0,168,1,6,1,57,0,2,272,2,2,1,115,1,0,13,5,35,337,337,338,224,338,339,326,334,304,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3074,West Valley High School,103289,P,9th Grade,5,2,0,3,0,0,0,2,0,0,3,1,0,0,2,0,0,1,0,3,4,5,5,3,5,5,4,5,2,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,3074,West Valley High School,103289,P,AllGrades,1067,505,0,562,2,24,11,177,0,12,841,12,7,1,367,10,0,63,17,106,1055,1060,1066,700,1057,1067,1004,1050,961,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5221,West Valley High School Freshman Campus (Closed after 2018-2019 school year),105231,P,9th Grade,400,180,0,220,7,10,5,77,1,3,297,6,2,0,153,6,0,39,10,45,394,398,400,247,394,400,361,390,355,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5221,West Valley High School Freshman Campus (Closed after 2018-2019 school year),105231,P,AllGrades,400,180,0,220,7,10,5,77,1,3,297,6,2,0,153,6,0,39,10,45,394,398,400,247,394,400,361,390,355,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4040,West Valley Jr High,103293,P,7th Grade,394,194,0,200,5,8,8,80,0,12,281,11,0,1,158,3,0,11,4,34,383,394,393,236,391,394,383,390,360,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4040,West Valley Jr High,103293,P,8th Grade,379,193,0,186,3,7,4,59,0,6,300,7,3,1,161,4,0,16,4,45,372,376,378,218,375,379,363,375,334,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4040,West Valley Jr High,103293,P,AllGrades,773,387,0,386,8,15,12,139,0,18,581,18,3,2,319,7,0,27,8,79,755,770,771,454,766,773,746,765,694,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,10th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,5th Grade,377,176,0,201,4,13,5,82,0,7,266,8,0,1,172,4,0,10,4,60,369,377,376,205,373,377,367,373,317,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,6th Grade,455,218,0,237,3,7,4,99,0,6,336,13,4,2,210,10,0,8,8,63,442,451,453,245,445,455,447,447,392,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,7th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,8th Grade,2,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,9th Grade,3,1,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3,3,3,3,2,3,3,3,3,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,4506,West Valley Middle School,103295,P,AllGrades,840,399,0,441,7,20,9,183,0,13,608,21,4,3,385,14,0,18,12,131,819,836,837,455,826,840,822,828,709,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5008,West Valley Preschool,104000,S,AllGrades,29,11,0,18,1,1,0,8,0,1,18,0,0,0,8,0,0,3,0,24,29,29,29,21,29,29,26,29,5,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5008,West Valley Preschool,104000,S,Pre-Kindergarten,29,11,0,18,1,1,0,8,0,1,18,0,0,0,8,0,0,3,0,24,29,29,29,21,29,29,26,29,5,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,1st Grade,76,29,0,47,0,1,1,24,0,3,47,4,0,0,48,1,0,2,0,11,72,76,76,28,75,76,74,76,65,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,2nd Grade,76,36,0,40,1,1,0,25,0,0,49,1,0,0,46,0,0,2,0,7,75,76,76,30,76,76,74,76,69,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,3rd Grade,84,31,0,53,0,0,3,21,0,4,56,3,0,0,45,1,0,3,0,9,81,84,84,39,83,84,81,84,75,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,4th Grade,102,46,0,56,0,6,1,31,1,4,59,3,0,0,59,1,0,6,1,16,99,102,102,43,101,102,96,101,86,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,AllGrades,401,174,0,227,1,10,6,117,1,15,251,16,0,0,225,4,0,16,1,54,385,401,401,176,397,401,385,400,347,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,Half-day Kindergarten,62,32,0,30,0,2,1,16,0,4,39,5,0,0,27,1,0,3,0,10,57,62,62,35,61,62,59,62,52,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,2505,Wide Hollow Elementary,103286,P,Pre-Kindergarten,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5096,Yakima Valley Memorial Hospital dba Children's Village,104399,S,AllGrades,10,3,0,7,0,0,1,3,0,0,6,0,0,1,1,0,0,4,0,10,10,10,9,9,10,10,6,10,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39208,West Valley School District (Yakima),100292,5096,Yakima Valley Memorial Hospital dba Children's Village,104399,S,Pre-Kindergarten,10,3,0,7,0,0,1,3,0,0,6,0,0,1,1,0,0,4,0,10,10,10,9,9,10,10,6,10,0,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,1st Grade,25,11,0,14,0,0,1,4,0,1,19,0,1,2,16,0,0,3,0,5,25,24,23,9,25,25,22,25,20,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,2nd Grade,38,16,0,22,0,0,1,1,0,1,35,0,0,4,25,0,0,0,0,5,38,38,34,13,38,38,38,38,33,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,3rd Grade,36,14,0,22,1,0,0,1,0,1,33,0,0,1,31,0,0,0,0,3,36,36,35,5,36,36,36,36,33,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,4th Grade,33,14,0,19,0,0,1,1,0,0,31,0,0,2,22,0,0,2,0,1,33,33,31,11,33,33,31,33,32,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,5th Grade,32,17,0,15,1,0,0,2,0,1,28,0,0,2,22,0,0,0,1,3,32,32,30,10,32,32,32,31,29,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,6th Grade,36,20,0,16,0,0,0,0,0,0,36,0,0,0,26,0,0,2,0,7,36,36,36,10,36,36,34,36,29,05/22/2020 12:00:00 AM
2010-11,School,Lewis,Capital Region ESD 113,100004,21303,White Pass School District,100293,3555,White Pass Elementary School,101866,P,AllGrades,276,128,0,148,3,0,3,12,0,5,253,0,2,16,190,0,0,8,1,32,276,274,260,86,276,276,268,275,244,05/22/2020 12:00:00 AM
