SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3568,Lake Grove Elementary School,101198,P,Kindergarten,70,43,0,27,0,4,7,24,5,9,21,17,0,1,53,0,0,9,0,5,53,70,69,17,70,70,61,70,65,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,1st Grade,44,23,0,21,1,4,4,4,0,4,27,6,0,1,23,0,0,2,0,0,38,44,43,21,44,44,42,44,44,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,2nd Grade,67,28,0,39,0,7,2,6,2,13,37,7,2,0,30,0,0,2,0,9,60,65,67,37,67,67,65,67,58,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,3rd Grade,64,35,0,29,1,3,3,6,1,4,46,8,0,2,36,0,0,3,0,7,56,64,62,28,64,64,61,64,57,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,4th Grade,58,30,0,28,0,4,2,8,1,7,36,1,0,1,32,0,0,0,0,14,57,58,57,26,58,58,58,58,44,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,5th Grade,70,41,0,29,4,2,4,7,1,5,47,4,0,2,35,0,0,4,0,12,66,70,68,35,70,70,66,70,58,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,AllGrades,363,195,0,168,6,24,20,37,5,47,224,31,3,7,178,0,0,12,0,47,332,360,356,185,363,363,351,363,316,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,Half-day Kindergarten,18,14,0,4,0,0,2,1,0,7,8,0,1,0,8,0,0,0,0,2,18,17,18,10,18,18,18,18,16,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,Kindergarten,31,16,0,15,0,3,2,5,0,5,16,5,0,0,14,0,0,0,0,1,26,31,31,17,31,31,31,31,30,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,2841,Lakeland Elementary School,101187,P,Pre-Kindergarten,11,8,0,3,0,1,1,0,0,2,7,0,0,1,0,0,0,1,0,2,11,11,10,11,11,11,10,11,9,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3381,Lakota Middle School,101192,P,6th Grade,257,112,0,145,4,18,30,56,6,25,118,14,4,2,131,0,0,8,0,32,243,253,255,126,257,257,249,257,225,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3381,Lakota Middle School,101192,P,7th Grade,248,117,0,131,3,31,30,41,3,24,116,6,0,4,117,0,0,11,2,28,242,248,244,131,248,248,237,246,220,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3381,Lakota Middle School,101192,P,8th Grade,257,131,0,126,3,36,34,48,10,22,104,9,0,3,131,0,0,18,2,26,248,257,254,126,257,257,239,255,231,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3381,Lakota Middle School,101192,P,9th Grade,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3381,Lakota Middle School,101192,P,AllGrades,763,361,0,402,10,85,94,146,19,71,338,29,4,9,379,0,0,38,4,86,734,759,754,384,763,763,725,759,677,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,1st Grade,98,46,0,52,1,14,12,35,11,14,11,43,1,1,80,0,0,12,0,6,55,97,97,18,98,98,86,98,92,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,2nd Grade,96,50,0,46,3,12,13,35,10,9,14,25,0,0,83,0,0,12,0,12,71,96,96,13,96,96,84,96,84,05/22/2020 12:00:00 AM
2010-11,School,Whatcom,Northwest Educational Service District 189,100009,37502,Ferndale School District,100087,5207,Cascadia Elementary,105216,P,Pre-Kindergarten,12,5,0,7,1,1,2,0,0,0,8,0,0,0,5,0,0,0,0,12,12,12,12,7,12,12,12,12,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,3rd Grade,78,40,0,38,0,10,13,30,5,8,12,12,0,0,63,0,0,7,0,8,66,78,78,15,78,78,71,78,70,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,4th Grade,82,43,0,39,0,7,18,30,11,7,9,12,1,2,69,0,0,7,0,7,70,81,80,13,82,82,75,82,75,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,5th Grade,78,40,0,38,1,9,18,21,8,6,15,7,0,3,64,0,0,5,0,5,71,78,75,14,78,78,73,78,73,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,AllGrades,531,270,0,261,5,61,93,200,49,50,73,148,2,7,448,0,0,51,0,40,383,529,524,83,531,531,480,531,491,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3627,Mark Twain Elementary School,101204,P,Kindergarten,99,51,0,48,0,9,19,49,4,6,12,49,0,1,89,0,0,8,0,2,50,99,98,10,99,99,91,99,97,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,1st Grade,49,20,0,29,0,5,0,10,0,6,28,12,0,0,21,0,0,1,0,3,37,49,49,28,49,49,48,49,46,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,2nd Grade,55,30,0,25,0,10,6,9,3,6,21,8,0,1,30,0,0,2,0,3,47,55,54,25,55,55,53,55,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,3rd Grade,72,38,0,34,0,6,5,8,4,8,41,6,0,1,31,0,0,3,0,5,66,72,71,41,72,72,69,72,67,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,4th Grade,69,34,0,35,0,10,7,2,3,7,40,0,0,0,31,0,0,3,0,6,69,69,69,38,69,69,66,69,63,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,5th Grade,54,23,0,31,1,5,1,9,1,3,34,0,0,0,23,0,0,2,0,9,54,54,54,31,54,54,52,54,45,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,AllGrades,396,196,0,200,1,51,28,52,14,39,211,31,0,2,163,0,0,17,0,56,365,396,394,233,396,396,379,396,340,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,Half-day Kindergarten,34,21,0,13,0,6,3,4,3,3,15,2,0,0,12,0,0,4,0,6,32,34,34,22,34,34,30,34,28,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,Kindergarten,18,11,0,7,0,1,2,2,0,2,11,3,0,0,6,0,0,0,0,1,15,18,18,12,18,18,18,18,17,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4480,Meredith Hill Elementary School,101225,P,Pre-Kindergarten,45,19,0,26,0,8,4,8,0,4,21,0,0,0,9,0,0,2,0,23,45,45,45,36,45,45,43,45,22,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,10th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,11th Grade,4,2,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,2,0,3,4,4,4,3,4,4,2,4,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,7th Grade,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,8th Grade,4,0,0,4,0,0,1,1,0,0,2,0,0,0,2,0,0,1,0,3,4,4,4,2,4,4,3,4,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,9th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,2,2,1,2,2,1,2,2,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4340,Merit School (Closed after 2015-2016 school year),101217,S,AllGrades,12,3,0,9,0,0,2,1,0,1,8,0,0,0,5,0,0,5,0,7,12,12,12,7,12,12,7,12,5,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,1st Grade,82,33,0,49,1,12,9,30,4,9,17,24,0,4,60,0,0,5,0,15,58,82,78,22,82,82,77,82,67,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,2nd Grade,70,34,0,36,0,6,10,36,4,5,9,18,1,7,61,0,0,5,0,8,52,69,63,9,70,70,65,70,62,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,3rd Grade,60,29,0,31,0,5,8,26,5,5,11,6,0,0,49,0,0,4,0,7,54,60,60,11,60,60,56,60,53,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,4th Grade,66,33,0,33,0,5,8,26,5,4,18,2,2,4,56,0,0,5,0,14,64,64,62,10,66,66,61,66,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,5th Grade,81,44,0,37,0,6,6,34,4,9,22,10,1,6,61,0,0,3,0,12,71,80,75,20,81,81,78,81,69,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,AllGrades,449,213,0,236,2,40,63,189,25,39,91,92,4,22,357,0,0,30,0,60,357,445,427,92,449,449,419,449,389,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3159,Mirror Lake Elementary School,101188,P,Kindergarten,90,40,0,50,1,6,22,37,3,7,14,32,0,1,70,0,0,8,0,4,58,90,89,20,90,90,82,90,86,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,1st Grade,69,40,0,29,0,3,7,14,3,12,30,11,0,0,29,0,0,3,0,7,58,69,69,40,69,69,66,69,62,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,2nd Grade,70,37,0,33,1,13,5,7,7,10,27,10,1,1,26,0,0,1,0,3,60,69,69,44,70,70,69,70,67,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,3rd Grade,64,31,0,33,0,3,7,11,1,5,37,10,0,0,28,0,0,0,0,8,54,64,64,36,64,64,64,64,56,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,4th Grade,70,37,0,33,0,7,7,15,5,6,30,10,0,1,34,0,0,0,0,6,60,70,69,36,70,70,70,70,64,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,5th Grade,71,40,0,31,1,12,4,10,5,8,31,9,0,0,27,0,0,1,0,13,62,71,71,44,71,71,70,71,58,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,6th Grade,25,9,0,16,0,0,3,5,2,3,12,3,0,0,15,0,0,1,1,2,22,25,25,10,25,25,24,24,23,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,7th Grade,20,13,0,7,0,1,2,1,1,3,12,0,0,1,11,0,0,1,0,6,20,20,19,9,20,20,19,20,14,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,8th Grade,15,8,0,7,0,3,1,4,0,1,6,0,0,0,5,0,0,1,0,1,15,15,15,10,15,15,14,15,14,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,AllGrades,450,239,0,211,2,46,39,77,27,54,205,65,1,3,192,0,0,8,1,49,385,449,447,258,450,450,442,449,401,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,Half-day Kindergarten,28,13,0,15,0,1,1,5,2,5,14,3,0,0,7,0,0,0,0,1,25,28,28,21,28,28,28,28,27,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3625,Nautilus K-8 School,101202,P,Kindergarten,18,11,0,7,0,3,2,5,1,1,6,9,0,0,10,0,0,0,0,2,9,18,18,8,18,18,18,18,16,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,1st Grade,60,28,0,32,0,1,8,28,4,7,12,32,0,1,51,0,0,2,0,9,28,60,59,9,60,60,58,60,51,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,2nd Grade,64,29,0,35,0,2,4,41,6,5,6,32,0,0,58,0,0,2,0,9,32,64,64,6,64,64,62,64,55,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,3rd Grade,57,30,0,27,0,0,4,34,3,6,10,18,0,2,44,0,0,1,0,7,39,57,55,13,57,57,56,57,50,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,4th Grade,59,25,0,34,1,0,11,25,4,9,9,12,0,0,52,0,0,6,0,13,47,59,59,7,59,59,53,59,46,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,5th Grade,55,26,0,29,1,3,4,24,7,9,7,9,1,0,43,0,0,5,0,7,46,54,55,12,55,55,50,55,48,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,AllGrades,353,171,0,182,2,9,36,181,28,41,56,129,2,3,294,0,0,17,0,50,224,351,350,59,353,353,336,353,303,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,Half-day Kindergarten,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3432,Olympic View Elementary School,101194,P,Kindergarten,57,33,0,24,0,3,4,29,4,5,12,26,1,0,45,0,0,1,0,4,31,56,57,12,57,57,56,57,53,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,1st Grade,69,35,0,34,0,9,14,19,3,5,19,18,0,2,46,0,0,7,0,5,51,69,67,23,69,69,62,69,64,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,2nd Grade,81,37,0,44,0,12,10,17,6,13,23,21,0,0,48,0,0,4,0,9,60,81,81,33,81,81,77,81,72,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,3rd Grade,67,30,0,37,1,9,9,11,2,7,28,8,1,1,46,0,0,2,0,5,59,66,66,21,67,67,65,67,62,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,4th Grade,52,23,0,29,0,15,5,5,5,6,16,4,0,1,31,0,0,2,0,7,48,52,51,21,52,52,50,52,45,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,5th Grade,57,25,0,32,0,8,10,12,5,8,14,6,0,0,33,0,0,2,0,5,51,57,57,24,57,57,55,57,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,AllGrades,404,189,0,215,1,62,62,83,24,47,125,79,3,5,250,0,0,24,0,35,325,401,399,154,404,404,380,404,369,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,Half-day Kindergarten,36,17,0,19,0,4,8,9,1,4,10,8,1,0,16,0,0,5,0,2,28,35,36,20,36,36,31,36,34,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3329,Panther Lake Elementary School,101191,P,Kindergarten,42,22,0,20,0,5,6,10,2,4,15,14,1,1,30,0,0,2,0,2,28,41,41,12,42,42,40,42,40,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,1st Grade,55,27,0,28,0,8,3,9,2,9,24,13,0,2,28,0,0,5,0,9,42,55,53,27,55,55,50,55,46,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,2nd Grade,62,33,0,29,3,7,2,11,4,7,28,15,0,1,40,0,0,1,0,7,47,62,61,22,62,62,61,62,55,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,3rd Grade,57,28,0,29,0,4,5,9,3,10,26,11,0,0,35,0,0,5,0,5,46,57,57,22,57,57,52,57,52,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,4th Grade,53,27,0,26,2,8,7,6,1,2,27,6,0,1,35,0,0,3,0,6,47,53,52,18,53,53,50,53,47,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,5th Grade,42,19,0,23,0,5,5,3,3,7,19,6,0,2,23,0,0,0,0,5,36,42,40,19,42,42,42,42,37,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,AllGrades,330,167,0,163,5,37,27,55,15,46,145,62,1,8,194,0,0,20,0,45,268,329,322,136,330,330,310,330,285,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,Half-day Kindergarten,27,17,0,10,0,3,3,6,1,4,10,6,0,1,14,0,0,2,0,3,21,27,26,13,27,27,25,27,24,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,Kindergarten,18,9,0,9,0,1,1,6,1,3,6,5,1,1,15,0,0,0,0,2,13,17,17,3,18,18,18,18,16,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4422,Rainier View Elementary School,101221,P,Pre-Kindergarten,16,7,0,9,0,1,1,5,0,4,5,0,0,0,4,0,0,4,0,8,16,16,16,12,16,16,12,16,8,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3626,Sacajawea Middle School,101203,P,6th Grade,216,106,0,110,4,35,24,60,8,23,62,15,0,5,126,0,0,6,0,20,201,216,211,90,216,216,210,216,196,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3626,Sacajawea Middle School,101203,P,7th Grade,257,141,0,116,3,20,34,57,10,26,107,14,1,2,151,0,0,11,0,33,243,256,255,106,257,257,246,257,224,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3626,Sacajawea Middle School,101203,P,8th Grade,245,123,0,122,0,36,34,60,18,19,78,19,0,5,152,0,0,8,3,20,226,245,240,93,245,245,237,242,225,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3626,Sacajawea Middle School,101203,P,9th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,3626,Sacajawea Middle School,101203,P,AllGrades,719,370,0,349,7,91,92,177,36,68,248,48,1,12,429,0,0,25,3,74,671,718,707,290,719,719,694,716,645,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4456,Saghalie Middle School (Closed after 2016-2017 school year),101223,P,6th Grade,180,82,0,98,3,19,29,53,6,12,58,21,0,2,121,0,0,7,0,35,159,180,178,59,180,180,173,180,145,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4456,Saghalie Middle School (Closed after 2016-2017 school year),101223,P,7th Grade,164,87,0,77,1,20,26,49,9,8,51,24,1,2,114,0,0,9,0,22,140,163,162,50,164,164,155,164,142,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4456,Saghalie Middle School (Closed after 2016-2017 school year),101223,P,8th Grade,189,93,0,96,2,31,29,47,14,8,58,14,2,3,132,0,0,13,1,28,175,187,186,57,189,189,176,188,161,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4456,Saghalie Middle School (Closed after 2016-2017 school year),101223,P,9th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4456,Saghalie Middle School (Closed after 2016-2017 school year),101223,P,AllGrades,534,262,0,272,6,70,84,149,29,28,168,59,3,7,367,0,0,30,1,85,475,531,527,167,534,534,504,533,449,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5029,Sequoyah Middle School,104146,P,6th Grade,201,108,0,93,5,31,36,23,8,24,74,11,1,2,125,0,0,14,0,27,190,200,199,76,201,201,187,201,174,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5029,Sequoyah Middle School,104146,P,7th Grade,186,90,0,96,2,32,26,22,5,17,82,7,2,1,101,0,0,12,0,25,179,184,185,85,186,186,174,186,161,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5029,Sequoyah Middle School,104146,P,8th Grade,204,103,0,101,7,40,22,21,3,16,95,10,3,2,108,0,0,8,0,26,194,201,202,96,204,204,196,204,178,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,5029,Sequoyah Middle School,104146,P,AllGrades,591,301,0,290,14,103,84,66,16,57,251,28,6,5,334,0,0,34,0,78,563,585,586,257,591,591,557,591,513,05/22/2020 12:00:00 AM
2010-11,School,King,Puget Sound Educational Service District 121,100006,17210,Federal Way School District,100086,4374,Sherwood Forest Elementary School,101219,P,1st Grade,87,33,0,54,0,13,8,15,2,9,40,18,1,0,52,0,0,5,0,10,69,86,87,35,87,87,82,87,77,05/22/2020 12:00:00 AM
